symbol,match_type,buy_match,sell_match,direction_match,orig_entryDay,new_entryDay,orig_entryPrice,new_entryPrice,entry_price_diff,orig_exitDay,new_exitDay,exit_day_diff_days,orig_exitPrice,new_exitPrice,exit_price_diff,orig_profit_pct,new_profit_pct,profit_pct_diff,orig_profit,new_profit,orig_direction,new_direction
322,matched,exact,exact,True,2010-09-29,2010-09-29,12.042,12.042,0.0,2010-10-18,2010-10-18,0.0,11.034,11.034,0.0,-8.37,-8.37,0.0,-837.0,-837.0,lose,lose
322,matched,exact,exact,True,2011-03-28,2011-03-28,11.622,11.622,0.0,2011-04-04,2011-04-04,0.0,10.474,10.474,0.0,-9.88,-9.88,0.0,-988.0,-988.0,lose,lose
322,matched,exact,exact,True,2011-05-03,2011-05-03,11.65,11.65,0.0,2011-09-26,2011-09-26,0.0,12.298,12.298,0.0,5.56,5.56,0.0,556.0,556.0,win,win
322,matched,exact,exact,True,2012-03-14,2012-03-14,13.831,13.831,0.0,2012-03-27,2012-03-27,0.0,12.042,12.042,0.0,-12.94,-12.94,0.0,-1294.0,-1294.0,lose,lose
322,matched,exact,exact,True,2012-08-21,2012-08-21,12.403,12.403,0.0,2012-11-23,2012-11-23,0.0,12.403,12.403,0.0,0.0,0.0,0.0,0.0,0.0,even,even
322,matched,exact,exact,True,2013-01-31,2013-01-31,12.98,12.98,0.0,2013-03-19,2013-03-19,0.0,11.249,11.249,0.0,-13.33,-13.33,0.0,-1333.0,-1333.0,lose,lose
322,matched,exact,exact,True,2014-02-28,2014-02-28,12.707,12.707,0.0,2014-05-09,2014-05-09,0.0,12.590,12.590,0.0,-0.92,-0.92,0.0,-92.0,-92.0,lose,lose
322,matched,exact,exact,True,2014-08-14,2014-08-14,13.643,13.643,0.0,2014-09-16,2014-09-16,0.0,12.577,12.577,0.0,-7.81,-7.81,0.0,-781.0,-781.0,lose,lose
322,matched,exact,exact,True,2017-03-24,2017-03-24,5.678,5.678,0.0,2017-06-15,2017-06-15,0.0,5.752,5.752,0.0,1.31,1.31,0.0,131.0,131.0,win,win
322,matched,exact,exact,True,2017-08-01,2017-08-01,6.23,6.23,0.0,2018-08-31,2018-08-31,0.0,8.966,8.966,0.0,43.91,43.91,0.0,4391.0,4391.0,win,win
336,matched,exact,exact,True,2009-03-12,2009-03-12,3.026,3.026,0.0,2009-11-10,2009-11-10,0.0,4.399,4.399,0.0,45.35,45.35,0.0,4535.0,4535.0,win,win
336,matched,exact,exact,True,2009-11-17,2009-11-17,4.606,4.606,0.0,2010-01-22,2010-01-22,0.0,4.227,4.227,0.0,-8.22,-8.22,0.0,-822.0,-822.0,lose,lose
336,matched,exact,exact,True,2010-03-09,2010-03-09,4.614,4.614,0.0,2010-05-19,2010-05-19,0.0,4.609,4.609,0.0,-0.11,-0.11,0.0,-11.0,-11.0,lose,lose
336,matched,exact,exact,True,2011-01-03,2011-01-03,7.005,7.005,0.0,2011-02-11,2011-02-11,0.0,5.450,5.450,0.0,-22.19,-22.19,0.0,-2219.0,-2219.0,lose,lose
336,matched,exact,exact,True,2011-03-24,2011-03-24,6.669,6.669,0.0,2011-06-03,2011-06-03,0.0,5.643,5.643,0.0,-15.38,-15.38,0.0,-1538.0,-1538.0,lose,lose
336,matched,exact,exact,True,2012-12-24,2012-12-24,2.255,2.255,0.0,2013-03-11,2013-03-11,0.0,2.284,2.284,0.0,1.29,1.29,0.0,129.0,129.0,win,win
336,matched,exact,exact,True,2013-10-15,2013-10-15,2.093,2.093,0.0,2014-03-11,2014-03-11,0.0,2.168,2.168,0.0,3.56,3.56,0.0,356.0,356.0,win,win
336,matched,exact,exact,True,2014-06-10,2014-06-10,2.389,2.389,0.0,2015-03-25,2015-03-25,0.0,3.856,3.856,0.0,61.38,61.38,0.0,6138.0,6138.0,win,win
336,matched,exact,exact,True,2016-01-22,2016-01-22,1.998,1.998,0.0,2016-04-05,2016-04-05,0.0,1.972,1.972,0.0,-1.34,-1.34,0.0,-134.0,-134.0,lose,lose
336,matched,exact,exact,True,2016-04-29,2016-04-29,2.039,2.039,0.0,2016-07-07,2016-07-07,0.0,1.858,1.858,0.0,-8.88,-8.88,0.0,-888.0,-888.0,lose,lose
336,matched,exact,exact,True,2016-08-29,2016-08-29,2.039,2.039,0.0,2016-11-04,2016-11-04,0.0,1.891,1.891,0.0,-7.24,-7.24,0.0,-724.0,-724.0,lose,lose
336,matched,exact,exact,True,2016-11-18,2016-11-18,2.032,2.032,0.0,2017-09-13,2017-09-13,0.0,3.179,3.179,0.0,56.45,56.45,0.0,5645.0,5645.0,win,win
336,matched,exact,exact,True,2018-01-04,2018-01-04,3.747,3.747,0.0,2018-03-16,2018-03-16,0.0,3.862,3.862,0.0,3.08,3.08,0.0,308.0,308.0,win,win
336,matched,exact,exact,True,2018-06-01,2018-06-01,3.732,3.732,0.0,2018-07-11,2018-07-11,0.0,3.271,3.271,0.0,-12.36,-12.36,0.0,-1236.0,-1236.0,lose,lose
347,matched,exact,exact,True,2009-03-24,2009-03-24,5.003,5.003,0.0,2009-11-23,2009-11-23,0.0,9.110,9.110,0.0,82.09,82.09,0.0,8209.0,8209.0,win,win
347,matched,exact,exact,True,2010-01-06,2010-01-06,10.629,10.629,0.0,2010-01-19,2010-01-19,0.0,9.134,9.134,0.0,-14.07,-14.07,0.0,-1407.0,-1407.0,lose,lose
347,matched,exact,exact,True,2010-10-14,2010-10-14,8.181,8.181,0.0,2010-11-16,2010-11-16,0.0,7.194,7.194,0.0,-12.07,-12.07,0.0,-1207.0,-1207.0,lose,lose
347,matched,exact,exact,True,2011-01-05,2011-01-05,7.405,7.405,0.0,2011-01-25,2011-01-25,0.0,6.630,6.630,0.0,-10.48,-10.48,0.0,-1048.0,-1048.0,lose,lose
347,matched,exact,exact,True,2012-01-18,2012-01-18,3.797,3.797,0.0,2012-03-07,2012-03-07,0.0,2.990,2.990,0.0,-21.26,-21.26,0.0,-2126.0,-2126.0,lose,lose
347,matched,exact,exact,True,2013-05-09,2013-05-09,3.02,3.02,0.0,2013-06-03,2013-06-03,0.0,2.524,2.524,0.0,-16.44,-16.44,0.0,-1644.0,-1644.0,lose,lose
347,matched,exact,exact,True,2013-11-19,2013-11-19,3.157,3.157,0.0,2014-01-27,2014-01-27,0.0,2.984,2.984,0.0,-5.49,-5.49,0.0,-549.0,-549.0,lose,lose
347,matched,exact,exact,True,2014-04-04,2014-04-04,3.122,3.122,0.0,2014-05-08,2014-05-08,0.0,2.793,2.793,0.0,-10.54,-10.54,0.0,-1054.0,-1054.0,lose,lose
347,matched,exact,exact,True,2014-06-17,2014-06-17,2.91,2.91,0.0,2014-09-29,2014-09-29,0.0,2.910,2.910,0.0,-0.0,-0.0,0.0,-0.0,-0.0,even,even
347,matched,exact,exact,True,2016-07-05,2016-07-05,2.304,2.304,0.0,2016-09-14,2016-09-14,0.0,2.359,2.359,0.0,2.37,2.37,0.0,237.0,237.0,win,win
347,matched,exact,exact,True,2016-09-22,2016-09-22,2.547,2.547,0.0,2017-05-19,2017-05-19,0.0,2.949,2.949,0.0,15.75,15.75,0.0,1575.0,1575.0,win,win
347,matched,exact,exact,True,2017-06-15,2017-06-15,3.265,3.265,0.0,2018-03-23,2018-03-23,0.0,4.443,4.443,0.0,36.11,36.11,0.0,3611.0,3611.0,win,win
347,matched,exact,exact,True,2018-06-05,2018-06-05,5.202,5.202,0.0,2018-06-28,2018-06-28,0.0,4.433,4.433,0.0,-14.8,-14.8,0.0,-1480.0,-1480.0,lose,lose
347,matched,exact,exact,True,2018-07-30,2018-07-30,5.282,5.282,0.0,2018-09-11,2018-09-11,0.0,4.618,4.618,0.0,-12.58,-12.58,0.0,-1258.0,-1258.0,lose,lose
354,matched,exact,exact,True,2009-04-03,2009-04-03,0.552,0.552,0.0,2009-10-02,2009-10-02,0.0,0.655,0.655,0.0,18.64,18.64,0.0,1864.0,1864.0,win,win
354,matched,exact,exact,True,2009-12-07,2009-12-07,0.842,0.842,0.0,2010-08-13,2010-08-13,0.0,1.609,1.609,0.0,91.11,91.11,0.0,9111.0,9111.0,win,win
354,matched,exact,exact,True,2011-03-14,2011-03-14,1.88,1.88,0.0,2011-05-24,2011-05-24,0.0,1.759,1.759,0.0,-6.47,-6.47,0.0,-647.0,-647.0,lose,lose
354,matched,exact,exact,True,2011-11-04,2011-11-04,2.236,2.236,0.0,2012-01-12,2012-01-12,0.0,2.133,2.133,0.0,-4.6,-4.6,0.0,-460.0,-460.0,lose,lose
354,matched,exact,exact,True,2012-02-16,2012-02-16,2.301,2.301,0.0,2012-04-12,2012-04-12,0.0,2.011,2.011,0.0,-12.6,-12.6,0.0,-1260.0,-1260.0,lose,lose
354,matched,exact,exact,True,2013-04-12,2013-04-12,1.665,1.665,0.0,2013-09-26,2013-09-26,0.0,2.002,2.002,0.0,20.22,20.22,0.0,2022.0,2022.0,win,win
354,matched,exact,exact,True,2013-10-22,2013-10-22,2.358,2.358,0.0,2013-11-28,2013-11-28,0.0,2.021,2.021,0.0,-14.29,-14.29,0.0,-1429.0,-1429.0,lose,lose
354,matched,exact,exact,True,2014-01-13,2014-01-13,2.114,2.114,0.0,2014-04-29,2014-04-29,0.0,2.161,2.161,0.0,2.21,2.21,0.0,221.0,221.0,win,win
354,matched,exact,exact,True,2014-07-30,2014-07-30,2.432,2.432,0.0,2014-10-10,2014-10-10,0.0,2.479,2.479,0.0,1.92,1.92,0.0,192.0,192.0,win,win
354,matched,exact,exact,True,2015-03-17,2015-03-17,2.657,2.657,0.0,2015-04-10,2015-04-10,0.0,4.116,4.116,0.0,54.93,54.93,0.0,5493.0,5493.0,win,win
354,matched,exact,exact,True,2015-09-22,2015-09-22,2.947,2.947,0.0,2015-12-14,2015-12-14,0.0,2.881,2.881,0.0,-2.22,-2.22,0.0,-222.0,-222.0,lose,lose
354,matched,exact,exact,True,2016-04-18,2016-04-18,2.788,2.788,0.0,2016-06-27,2016-06-27,0.0,2.713,2.713,0.0,-2.68,-2.68,0.0,-268.0,-268.0,lose,lose
354,matched,exact,exact,True,2016-07-29,2016-07-29,2.994,2.994,0.0,2017-08-16,2017-08-16,0.0,3.940,3.940,0.0,31.62,31.62,0.0,3162.0,3162.0,win,win
354,matched,exact,exact,True,2017-09-05,2017-09-05,4.241,4.241,0.0,2017-11-10,2017-11-10,0.0,4.259,4.259,0.0,0.44,0.44,0.0,44.0,44.0,win,win
363,matched,exact,exact,True,2009-03-25,2009-03-25,8.058,8.058,0.0,2009-11-19,2009-11-19,0.0,14.601,14.601,0.0,81.2,81.2,0.0,8120.0,8120.0,win,win
363,matched,exact,exact,True,2009-12-03,2009-12-03,15.869,15.869,0.0,2010-02-01,2010-02-01,0.0,13.795,13.795,0.0,-13.08,-13.08,0.0,-1308.0,-1308.0,lose,lose
363,matched,exact,exact,True,2010-08-30,2010-08-30,14.986,14.986,0.0,2010-11-04,2010-11-04,0.0,14.776,14.776,0.0,-1.4,-1.4,0.0,-140.0,-140.0,lose,lose
363,matched,exact,exact,True,2012-01-17,2012-01-17,9.701,9.701,0.0,2012-04-03,2012-04-03,0.0,9.887,9.887,0.0,1.91,1.91,0.0,191.0,191.0,win,win
363,matched,exact,exact,True,2012-04-27,2012-04-27,10.775,10.775,0.0,2012-05-14,2012-05-14,0.0,9.908,9.908,0.0,-8.05,-8.05,0.0,-805.0,-805.0,lose,lose
363,matched,exact,exact,True,2012-08-08,2012-08-08,9.348,9.348,0.0,2013-04-19,2013-04-19,0.0,10.101,10.101,0.0,8.06,8.06,0.0,806.0,806.0,win,win
363,matched,exact,exact,True,2013-08-16,2013-08-16,11.041,11.041,0.0,2014-02-12,2014-02-12,0.0,11.711,11.711,0.0,6.07,6.07,0.0,607.0,607.0,win,win
363,matched,exact,exact,True,2014-07-17,2014-07-17,11.403,11.403,0.0,2014-09-22,2014-09-22,0.0,11.330,11.330,0.0,-0.64,-0.64,0.0,-64.0,-64.0,lose,lose
363,matched,exact,exact,True,2014-11-27,2014-11-27,11.4,11.4,0.0,2014-12-16,2014-12-16,0.0,10.653,10.653,0.0,-6.56,-6.56,0.0,-656.0,-656.0,lose,lose
363,matched,exact,exact,True,2015-03-31,2015-03-31,11.447,11.447,0.0,2015-07-07,2015-07-07,0.0,11.196,11.196,0.0,-2.19,-2.19,0.0,-219.0,-219.0,lose,lose
363,matched,exact,exact,True,2016-06-23,2016-06-23,8.719,8.719,0.0,2017-02-17,2017-02-17,0.0,11.364,11.364,0.0,30.33,30.33,0.0,3033.0,3033.0,win,win
363,matched,exact,exact,True,2017-03-16,2017-03-16,11.669,11.669,0.0,2017-06-16,2017-06-16,0.0,11.868,11.868,0.0,1.71,1.71,0.0,171.0,171.0,win,win
363,matched,exact,exact,True,2017-08-31,2017-08-31,12.049,12.049,0.0,2017-11-09,2017-11-09,0.0,12.257,12.257,0.0,1.73,1.73,0.0,173.0,173.0,win,win
388,matched,exact,exact,True,2009-03-24,2009-03-24,45.434,45.434,0.0,2009-11-30,2009-11-30,0.0,90.388,90.388,0.0,98.95,98.95,0.0,9895.0,9895.0,win,win
388,matched,exact,exact,True,2010-01-07,2010-01-07,98.342,98.342,0.0,2010-01-26,2010-01-26,0.0,88.811,88.811,0.0,-9.69,-9.69,0.0,-969.0,-969.0,lose,lose
388,matched,exact,exact,True,2011-04-06,2011-04-06,122.99,122.99,0.0,2011-06-16,2011-06-16,0.0,111.880,111.880,0.0,-9.03,-9.03,0.0,-903.0,-903.0,lose,lose
388,matched,exact,exact,True,2012-01-27,2012-01-27,92.992,92.992,0.0,2012-04-02,2012-04-02,0.0,91.877,91.877,0.0,-1.2,-1.2,0.0,-120.0,-120.0,lose,lose
388,matched,exact,exact,True,2012-08-20,2012-08-20,77.543,77.543,0.0,2013-05-16,2013-05-16,0.0,95.193,95.193,0.0,22.76,22.76,0.0,2276.0,2276.0,win,win
388,matched,exact,exact,True,2013-09-16,2013-09-16,95.211,95.211,0.0,2013-12-20,2013-12-20,0.0,95.285,95.285,0.0,0.08,0.08,0.0,8.0,8.0,win,win
388,matched,exact,exact,True,2014-04-03,2014-04-03,93.141,93.141,0.0,2015-03-11,2015-03-11,0.0,131.857,131.857,0.0,41.57,41.57,0.0,4157.0,4157.0,win,win
388,matched,exact,exact,True,2015-03-24,2015-03-24,137.977,137.977,0.0,2015-04-20,2015-04-20,0.0,217.620,217.620,0.0,57.72,57.72,0.0,5772.0,5772.0,win,win
388,matched,exact,exact,True,2015-10-13,2015-10-13,153.356,153.356,0.0,2015-12-17,2015-12-17,0.0,154.905,154.905,0.0,1.01,1.01,0.0,101.0,101.0,win,win
388,matched,exact,exact,True,2016-06-07,2016-06-07,151.701,151.701,0.0,2016-08-18,2016-08-18,0.0,151.308,151.308,0.0,-0.26,-0.26,0.0,-26.0,-26.0,lose,lose
388,matched,exact,exact,True,2016-09-12,2016-09-12,162.376,162.376,0.0,2016-11-18,2016-11-18,0.0,161.422,161.422,0.0,-0.59,-0.59,0.0,-59.0,-59.0,lose,lose
388,matched,exact,exact,True,2017-06-05,2017-06-05,165.387,165.387,0.0,2018-05-18,2018-05-18,0.0,213.927,213.927,0.0,29.35,29.35,0.0,2935.0,2935.0,win,win
388,matched,exact,new_open,True,2019-01-29,2019-01-29,204.073,204.073,0.0,,,,Open position,Open position,,14.18,14.18,0.0,1418.0,1418.0,win,win
390,matched,exact,exact,True,2009-03-24,2009-03-24,3.001,3.001,0.0,2009-11-25,2009-11-25,0.0,3.830,3.830,0.0,27.62,27.62,0.0,2762.0,2762.0,win,win
390,matched,exact,exact,True,2010-10-25,2010-10-25,4.08,4.08,0.0,2010-11-15,2010-11-15,0.0,3.669,3.669,0.0,-10.08,-10.08,0.0,-1008.0,-1008.0,lose,lose
390,matched,exact,exact,True,2012-02-01,2012-02-01,1.731,1.731,0.0,2012-04-12,2012-04-12,0.0,1.749,1.749,0.0,1.08,1.08,0.0,108.0,108.0,win,win
390,matched,exact,exact,True,2012-04-19,2012-04-19,1.918,1.918,0.0,2012-05-14,2012-05-14,0.0,1.674,1.674,0.0,-12.7,-12.7,0.0,-1270.0,-1270.0,lose,lose
390,matched,exact,exact,True,2012-09-14,2012-09-14,2.175,2.175,0.0,2013-04-05,2013-04-05,0.0,2.397,2.397,0.0,10.23,10.23,0.0,1023.0,1023.0,win,win
390,matched,exact,exact,True,2013-05-09,2013-05-09,2.734,2.734,0.0,2013-06-14,2013-06-14,0.0,2.366,2.366,0.0,-13.49,-13.49,0.0,-1349.0,-1349.0,lose,lose
390,matched,exact,exact,True,2013-11-19,2013-11-19,2.997,2.997,0.0,2013-12-18,2013-12-18,0.0,2.661,2.661,0.0,-11.21,-11.21,0.0,-1121.0,-1121.0,lose,lose
390,matched,exact,exact,True,2014-07-08,2014-07-08,2.603,2.603,0.0,2015-04-17,2015-04-17,0.0,7.434,7.434,0.0,185.63,185.63,0.0,18563.0,18563.0,win,win
390,matched,exact,exact,True,2015-10-22,2015-10-22,5.037,5.037,0.0,2015-12-01,2015-12-01,0.0,4.352,4.352,0.0,-13.59,-13.59,0.0,-1359.0,-1359.0,lose,lose
390,matched,exact,exact,True,2016-06-08,2016-06-08,4.08,4.08,0.0,2016-08-18,2016-08-18,0.0,4.124,4.124,0.0,1.08,1.08,0.0,108.0,108.0,win,win
390,matched,exact,exact,True,2016-10-19,2016-10-19,4.083,4.083,0.0,2017-05-24,2017-05-24,0.0,4.340,4.340,0.0,6.29,6.29,0.0,629.0,629.0,win,win
390,matched,exact,exact,True,2017-09-12,2017-09-12,4.499,4.499,0.0,2017-11-10,2017-11-10,0.0,4.169,4.169,0.0,-7.33,-7.33,0.0,-733.0,-733.0,lose,lose
390,matched,exact,new_open,True,2019-02-21,2019-02-21,5.437,5.437,0.0,,,,Open position,Open position,,2.85,2.85,0.0,285.0,285.0,win,win
425,matched,exact,exact,True,2009-03-16,2009-03-16,2.25,2.25,0.0,2010-05-24,2010-05-24,0.0,6.341,6.341,0.0,181.84,181.84,0.0,18184.0,18184.0,win,win
425,matched,exact,exact,True,2010-07-16,2010-07-16,7.296,7.296,0.0,2011-01-06,2011-01-06,0.0,8.285,8.285,0.0,13.56,13.56,0.0,1356.0,1356.0,win,win
425,matched,exact,exact,True,2011-06-30,2011-06-30,8.444,8.444,0.0,2011-08-09,2011-08-09,0.0,6.861,6.861,0.0,-18.75,-18.75,0.0,-1875.0,-1875.0,lose,lose
425,matched,exact,exact,True,2012-01-13,2012-01-13,6.045,6.045,0.0,2012-03-22,2012-03-22,0.0,6.129,6.129,0.0,1.4,1.4,0.0,140.0,140.0,win,win
425,matched,exact,exact,True,2012-04-30,2012-04-30,6.741,6.741,0.0,2012-07-05,2012-07-05,0.0,6.087,6.087,0.0,-9.71,-9.71,0.0,-971.0,-971.0,lose,lose
425,matched,exact,exact,True,2012-08-28,2012-08-28,6.167,6.167,0.0,2012-10-04,2012-10-04,0.0,5.558,5.558,0.0,-9.87,-9.87,0.0,-987.0,-987.0,lose,lose
425,matched,exact,exact,True,2013-09-23,2013-09-23,11.163,11.163,0.0,2014-01-07,2014-01-07,0.0,11.536,11.536,0.0,3.34,3.34,0.0,334.0,334.0,win,win
425,matched,exact,exact,True,2014-04-01,2014-04-01,11.685,11.685,0.0,2014-04-15,2014-04-15,0.0,8.880,8.880,0.0,-24.01,-24.01,0.0,-2401.0,-2401.0,lose,lose
425,matched,exact,exact,True,2014-08-26,2014-08-26,12.417,12.417,0.0,2014-11-03,2014-11-03,0.0,11.552,11.552,0.0,-6.97,-6.97,0.0,-697.0,-697.0,lose,lose
425,matched,exact,exact,True,2014-11-27,2014-11-27,12.216,12.216,0.0,2015-02-10,2015-02-10,0.0,12.355,12.355,0.0,1.14,1.14,0.0,114.0,114.0,win,win
425,matched,exact,exact,True,2016-03-07,2016-03-07,12.269,12.269,0.0,2016-12-14,2016-12-14,0.0,19.527,19.527,0.0,59.15,59.15,0.0,5915.0,5915.0,win,win
425,matched,exact,exact,True,2017-01-12,2017-01-12,21.073,21.073,0.0,2018-02-07,2018-02-07,0.0,34.097,34.097,0.0,61.81,61.81,0.0,6181.0,6181.0,win,win
467,matched,exact,exact,True,2009-04-06,2009-04-06,0.184,0.184,0.0,2009-04-08,2009-04-08,0.0,0.158,0.158,0.0,-13.75,-13.75,0.0,-1375.0,-1375.0,lose,lose
467,matched,exact,exact,True,2009-04-16,2009-04-16,0.179,0.179,0.0,2009-04-28,2009-04-28,0.0,0.156,0.156,0.0,-12.82,-12.82,0.0,-1282.0,-1282.0,lose,lose
467,matched,exact,exact,True,2009-05-07,2009-05-07,0.197,0.197,0.0,2009-08-19,2009-08-19,0.0,0.229,0.229,0.0,16.28,16.28,0.0,1628.0,1628.0,win,win
467,matched,exact,exact,True,2009-12-02,2009-12-02,0.213,0.213,0.0,2010-03-22,2010-03-22,0.0,0.234,0.234,0.0,9.68,9.68,0.0,968.0,968.0,win,win
467,matched,exact,exact,True,2010-06-17,2010-06-17,0.248,0.248,0.0,2011-04-14,2011-04-14,0.0,0.578,0.578,0.0,133.33,133.33,0.0,13333.0,13333.0,win,win
467,matched,exact,exact,True,2011-05-24,2011-05-24,0.587,0.587,0.0,2011-07-21,2011-07-21,0.0,0.477,0.477,0.0,-18.75,-18.75,0.0,-1875.0,-1875.0,lose,lose
467,matched,exact,exact,True,2011-12-22,2011-12-22,0.555,0.555,0.0,2012-06-01,2012-06-01,0.0,0.546,0.546,0.0,-1.65,-1.65,0.0,-165.0,-165.0,lose,lose
467,matched,exact,exact,True,2012-09-20,2012-09-20,0.551,0.551,0.0,2013-02-21,2013-02-21,0.0,0.574,0.574,0.0,4.17,4.17,0.0,417.0,417.0,win,win
467,matched,exact,exact,True,2014-02-10,2014-02-10,0.555,0.555,0.0,2014-04-17,2014-04-17,0.0,0.560,0.560,0.0,0.83,0.83,0.0,83.0,83.0,win,win
467,matched,exact,exact,True,2017-02-02,2017-02-02,0.27,0.27,0.0,2017-03-22,2017-03-22,0.0,0.210,0.210,0.0,-21.98,-21.98,0.0,-2198.0,-2198.0,lose,lose
467,matched,exact,exact,True,2017-08-24,2017-08-24,0.181,0.181,0.0,2018-12-24,2018-12-24,0.0,0.789,0.789,0.0,336.62,336.62,0.0,33662.0,33662.0,win,win
467,matched,exact,new_open,True,2019-02-11,2019-02-11,0.898,0.898,0.0,,,,Open position,Open position,,-1.51,-1.51,0.0,-151.0,-151.0,lose,lose
522,matched,exact,exact,True,2009-07-16,2009-07-16,29.55,29.55,0.0,2010-05-26,2010-05-26,0.0,35.368,35.368,0.0,19.69,19.69,0.0,1969.0,1969.0,win,win
522,matched,exact,exact,True,2010-09-28,2010-09-28,45.101,45.101,0.0,2011-08-08,2011-08-08,0.0,49.201,49.201,0.0,9.09,9.09,0.0,909.0,909.0,win,win
522,matched,exact,exact,True,2011-12-08,2011-12-08,61.888,61.888,0.0,2012-06-04,2012-06-04,0.0,64.319,64.319,0.0,3.93,3.93,0.0,393.0,393.0,win,win
522,matched,exact,exact,True,2012-07-04,2012-07-04,71.83,71.83,0.0,2012-08-09,2012-08-09,0.0,63.935,63.935,0.0,-10.99,-10.99,0.0,-1099.0,-1099.0,lose,lose
522,matched,exact,exact,True,2012-12-21,2012-12-21,65.866,65.866,0.0,2013-03-15,2013-03-15,0.0,61.785,61.785,0.0,-6.2,-6.2,0.0,-620.0,-620.0,lose,lose
522,matched,exact,exact,True,2014-04-22,2014-04-22,58.557,58.557,0.0,2014-07-10,2014-07-10,0.0,60.575,60.575,0.0,3.45,3.45,0.0,345.0,345.0,win,win
522,matched,exact,exact,True,2014-10-31,2014-10-31,61.248,61.248,0.0,2014-12-10,2014-12-10,0.0,53.321,53.321,0.0,-12.94,-12.94,0.0,-1294.0,-1294.0,lose,lose
522,matched,exact,exact,True,2015-02-24,2015-02-24,55.591,55.591,0.0,2015-06-10,2015-06-10,0.0,56.188,56.188,0.0,1.07,1.07,0.0,107.0,107.0,win,win
522,matched,exact,exact,True,2016-06-10,2016-06-10,44.488,44.488,0.0,2016-08-24,2016-08-24,0.0,46.215,46.215,0.0,3.88,3.88,0.0,388.0,388.0,win,win
522,matched,exact,exact,True,2016-09-23,2016-09-23,49.094,49.094,0.0,2017-08-02,2017-08-02,0.0,76.068,76.068,0.0,54.94,54.94,0.0,5494.0,5494.0,win,win
522,matched,exact,exact,True,2018-06-07,2018-06-07,85.347,85.347,0.0,2018-07-06,2018-07-06,0.0,76.413,76.413,0.0,-10.47,-10.47,0.0,-1047.0,-1047.0,lose,lose
